# pt34_16   
# underflow	  11.051931    	  9.8853061    
# overflow	  1226.5605    	  25.891554    
# sum	  82034.593    	  3098.4115    
# xmin	xmax	cross	numerror
 0.10000000    	  1.0000000    	  601.09079    	  157.04789    
  1.0000000    	  2.0000000    	  1922.2315    	  650.93788    
  2.0000000    	  3.0000000    	  2874.0541    	  529.22136    
  3.0000000    	  4.0000000    	  3531.5086    	  480.76248    
  4.0000000    	  5.0000000    	  3029.5332    	  461.83266    
  5.0000000    	  6.0000000    	  2852.8137    	  459.92112    
  6.0000000    	  7.0000000    	  2928.3719    	  427.81696    
  7.0000000    	  8.0000000    	  2839.7550    	  423.75688    
  8.0000000    	  9.0000000    	  2429.3362    	  402.88883    
  9.0000000    	  10.000000    	  2435.7520    	  380.28106    
  10.000000    	  11.000000    	  2574.1701    	  378.49062    
  11.000000    	  12.000000    	  1848.5752    	  343.81108    
  12.000000    	  13.000000    	  1492.7286    	  315.32861    
  13.000000    	  14.000000    	  1817.2848    	  333.99407    
  14.000000    	  15.000000    	  1481.7103    	  309.48629    
  15.000000    	  16.000000    	  1369.4400    	  279.93627    
  16.000000    	  17.000000    	  1323.2444    	  287.21777    
  17.000000    	  18.000000    	  1032.2302    	  254.21773    
  18.000000    	  19.000000    	  1112.1331    	  260.70967    
  19.000000    	  20.000000    	  1280.9061    	  266.85451    
  20.000000    	  21.000000    	  904.49111    	  241.96817    
  21.000000    	  22.000000    	  846.84801    	  220.95563    
  22.000000    	  23.000000    	  754.38455    	  244.73210    
  23.000000    	  24.000000    	  892.52624    	  234.70125    
  24.000000    	  25.000000    	  809.49527    	  265.12321    
  25.000000    	  26.000000    	  853.78401    	  258.91523    
  26.000000    	  27.000000    	  868.82159    	  229.19707    
  27.000000    	  28.000000    	  671.15242    	  205.08996    
  28.000000    	  29.000000    	  746.10743    	  219.22260    
  29.000000    	  30.000000    	  581.20054    	  205.85921    
  30.000000    	  31.000000    	  645.59219    	  198.60444    
  31.000000    	  32.000000    	  707.66335    	  202.38009    
  32.000000    	  33.000000    	  735.39904    	  230.40526    
  33.000000    	  34.000000    	  697.65423    	  236.14869    
  34.000000    	  35.000000    	  785.17230    	  281.71671    
  35.000000    	  36.000000    	  696.53444    	  238.66501    
  36.000000    	  37.000000    	  594.75391    	  222.82655    
  37.000000    	  38.000000    	  917.65877    	  309.09408    
  38.000000    	  39.000000    	  717.72256    	  215.37997    
  39.000000    	  40.000000    	  607.64939    	  225.72738    
  40.000000    	  41.000000    	  635.37566    	  250.17380    
  41.000000    	  42.000000    	  782.34765    	  362.76492    
  42.000000    	  43.000000    	  477.54552    	  228.21119    
  43.000000    	  44.000000    	  620.07694    	  223.37559    
  44.000000    	  45.000000    	  428.35539    	  222.17158    
  45.000000    	  46.000000    	  744.73445    	  283.28942    
  46.000000    	  47.000000    	  882.86458    	  379.06020    
  47.000000    	  48.000000    	  692.25301    	  292.57218    
  48.000000    	  49.000000    	  1114.5586    	  425.21508    
  49.000000    	  50.000000    	  864.71265    	  325.64393    
  50.000000    	  51.000000    	  810.87134    	  361.93524    
  51.000000    	  52.000000    	  901.76748    	  348.40026    
  52.000000    	  53.000000    	  780.69684    	  465.75694    
  53.000000    	  54.000000    	  475.49515    	  263.44302    
  54.000000    	  55.000000    	  531.37247    	  220.46308    
  55.000000    	  56.000000    	  675.02552    	  339.33885    
  56.000000    	  57.000000    	  844.46866    	  386.12412    
  57.000000    	  58.000000    	  511.54933    	  356.39236    
  58.000000    	  59.000000    	  500.82310    	  333.94753    
  59.000000    	  60.000000    	  703.06204    	  304.90379    
  60.000000    	  61.000000    	  551.73874    	  542.33095    
  61.000000    	  62.000000    	  670.91876    	  400.76511    
  62.000000    	  63.000000    	  570.64614    	  396.15097    
  63.000000    	  64.000000    	  408.81553    	  293.47902    
  64.000000    	  65.000000    	  642.65479    	  343.42442    
  65.000000    	  66.000000    	  574.18058    	  392.80144    
  66.000000    	  67.000000    	  565.69577    	  308.86688    
  67.000000    	  68.000000    	  426.35512    	  490.48114    
  68.000000    	  69.000000    	  956.83371    	  669.20809    
  69.000000    	  70.000000    	  417.72595    	  250.04390    
  70.000000    	  71.000000    	  618.80060    	  441.91659    
  71.000000    	  72.000000    	  589.09249    	  560.12775    
  72.000000    	  73.000000    	  522.19357    	  524.49707    
  73.000000    	  74.000000    	  16.347596    	  27.844725    
