# pt34_18   
# underflow	  0.0000000    	  0.0000000    
# overflow	  6.0952192    	 0.24685116    
# sum	  29635.813    	  1646.7514    
# xmin	xmax	cross	numerror
  0.0000000    	  1.0000000    	  28.634129    	  23.826413    
  1.0000000    	  2.0000000    	  1704.9775    	  740.99406    
  2.0000000    	  3.0000000    	  2811.1305    	  611.74852    
  3.0000000    	  4.0000000    	  3854.2207    	  588.06875    
  4.0000000    	  5.0000000    	  2425.2604    	  470.38808    
  5.0000000    	  6.0000000    	  2752.2675    	  474.70284    
  6.0000000    	  7.0000000    	  2405.3794    	  417.92321    
  7.0000000    	  8.0000000    	  2292.9730    	  408.34769    
  8.0000000    	  9.0000000    	  1497.6463    	  312.93646    
  9.0000000    	  10.000000    	  1065.1771    	  277.88778    
  10.000000    	  11.000000    	  471.09044    	  180.13153    
  11.000000    	  12.000000    	  6.3841029    	  112.73724    
  12.000000    	  13.000000    	  563.80987    	  161.05926    
  13.000000    	  14.000000    	  690.87134    	  246.34958    
  14.000000    	  15.000000    	  137.35746    	  84.051619    
  15.000000    	  16.000000    	  803.68400    	  203.39650    
  16.000000    	  17.000000    	 -21.383358    	  74.050891    
  17.000000    	  18.000000    	  841.12058    	  191.33331    
  18.000000    	  19.000000    	  407.39233    	  154.29683    
  19.000000    	  20.000000    	  99.663040    	  55.271345    
  20.000000    	  21.000000    	  10.216718    	  50.483939    
  21.000000    	  22.000000    	  630.53234    	  143.87398    
  22.000000    	  23.000000    	  44.124661    	  47.523842    
  23.000000    	  24.000000    	  44.051559    	  43.100474    
  24.000000    	  25.000000    	  112.24048    	  38.184997    
  25.000000    	  26.000000    	  359.65423    	  108.88615    
  26.000000    	  27.000000    	  135.78199    	  33.327853    
  27.000000    	  28.000000    	  207.37873    	  78.878123    
  28.000000    	  29.000000    	  207.33784    	  67.435710    
  29.000000    	  30.000000    	  122.86586    	  37.370775    
  30.000000    	  31.000000    	  202.82911    	  54.869137    
  31.000000    	  32.000000    	  321.82254    	  86.463433    
  32.000000    	  33.000000    	  137.38046    	  19.868223    
  33.000000    	  34.000000    	  113.42280    	  16.710712    
  34.000000    	  35.000000    	  101.11775    	  15.507137    
  35.000000    	  36.000000    	  89.669547    	  12.810636    
  36.000000    	  37.000000    	  57.086271    	  15.242039    
  37.000000    	  38.000000    	  70.894524    	  10.203292    
  38.000000    	  39.000000    	  114.71131    	  33.768718    
  39.000000    	  40.000000    	  78.635846    	  15.836841    
  40.000000    	  41.000000    	  301.77455    	  156.48294    
  41.000000    	  42.000000    	  253.01236    	  98.810008    
  42.000000    	  43.000000    	  55.287680    	  6.0599563    
  43.000000    	  44.000000    	  68.764197    	  6.2569866    
  44.000000    	  45.000000    	  49.796545    	  7.5080906    
  45.000000    	  46.000000    	  54.573157    	  6.6596937    
  46.000000    	  47.000000    	  48.445252    	  4.3742644    
  47.000000    	  48.000000    	  38.924967    	  6.2156870    
  48.000000    	  49.000000    	  33.811300    	  5.8865731    
  49.000000    	  50.000000    	  23.718718    	  8.0968427    
  50.000000    	  51.000000    	  32.508820    	  5.6838179    
  51.000000    	  52.000000    	  42.160169    	  8.7122827    
  52.000000    	  53.000000    	  273.10030    	  149.13942    
  53.000000    	  54.000000    	  85.483146    	  49.300141    
  54.000000    	  55.000000    	  146.61560    	  120.85432    
  55.000000    	  56.000000    	  12.104114    	  7.5200643    
  56.000000    	  57.000000    	  176.53280    	  177.15111    
  57.000000    	  58.000000    	  20.655574    	  7.3654074    
  58.000000    	  59.000000    	 -6.1383466    	  25.294483    
  59.000000    	  60.000000    	  24.949171    	  21.096637    
  60.000000    	  61.000000    	 -14.941856    	  22.683239    
  61.000000    	  62.000000    	  26.754262    	  6.8372234    
  62.000000    	  63.000000    	 -8.3407054    	  30.332375    
  63.000000    	  64.000000    	  30.084101    	  7.8339480    
  64.000000    	  65.000000    	 -75.693330    	  88.816749    
  65.000000    	  66.000000    	 -15.236453    	  44.343446    
  66.000000    	  67.000000    	  16.152148    	  31.637817    
  67.000000    	  68.000000    	  7.7943722    	  7.2082786    
  68.000000    	  69.000000    	  7.0028076    	  1.3297731    
  69.000000    	  70.000000    	 -3.8479462    	  37.389142    
  70.000000    	  71.000000    	 -22.383307    	  66.990340    
  71.000000    	  72.000000    	 -9.4805258    	  15.477290    
  72.000000    	  73.000000    	  41.066022    	  18.816767    
  73.000000    	  74.000000    	  5.6078582    	  1.3495200    
  74.000000    	  75.000000    	 -176.88655    	  182.64978    
  75.000000    	  76.000000    	  5.2427509    	 0.92286841    
  76.000000    	  77.000000    	 -10.634863    	  15.296697    
