# pt34_17   
# underflow	 -64710.342    	  2210.2856    
# overflow	  1278.9921    	  16.686124    
# sum	  72376.006    	  3075.9972    
# xmin	xmax	cross	numerror
 0.10000000    	  1.0000000    	  39329.062    	  1860.8476    
  1.0000000    	  2.0000000    	  11948.148    	  680.12158    
  2.0000000    	  3.0000000    	  9505.8448    	  387.72701    
  3.0000000    	  4.0000000    	  7933.9856    	  304.10194    
  4.0000000    	  5.0000000    	  6915.0932    	  232.74866    
  5.0000000    	  6.0000000    	  5901.9607    	  229.15334    
  6.0000000    	  7.0000000    	  4668.7080    	  170.55111    
  7.0000000    	  8.0000000    	  4143.2364    	  162.02565    
  8.0000000    	  9.0000000    	  3439.0299    	  168.32400    
  9.0000000    	  10.000000    	  3385.2724    	  135.11410    
  10.000000    	  11.000000    	  2575.3803    	  135.51867    
  11.000000    	  12.000000    	  2527.2109    	  122.36374    
  12.000000    	  13.000000    	  2153.0133    	  113.53370    
  13.000000    	  14.000000    	  1997.9094    	  108.86891    
  14.000000    	  15.000000    	  1911.2564    	  99.007315    
  15.000000    	  16.000000    	  1663.2984    	  97.650041    
  16.000000    	  17.000000    	  1443.1718    	  104.06591    
  17.000000    	  18.000000    	  1623.6017    	  93.439724    
  18.000000    	  19.000000    	  1313.1561    	  93.198010    
  19.000000    	  20.000000    	  1303.7237    	  84.974005    
  20.000000    	  21.000000    	  1082.3041    	  76.778400    
  21.000000    	  22.000000    	  1109.9826    	  80.551398    
  22.000000    	  23.000000    	  977.37052    	  73.167211    
  23.000000    	  24.000000    	  876.24328    	  77.720509    
  24.000000    	  25.000000    	  714.77961    	  70.017837    
  25.000000    	  26.000000    	  794.70316    	  57.327352    
  26.000000    	  27.000000    	  701.20804    	  52.218606    
  27.000000    	  28.000000    	  722.47444    	  54.112953    
  28.000000    	  29.000000    	  708.20289    	  51.219269    
  29.000000    	  30.000000    	  553.35554    	  47.019058    
  30.000000    	  31.000000    	  563.52283    	  48.005380    
  31.000000    	  32.000000    	  555.24368    	  43.250346    
  32.000000    	  33.000000    	  513.83058    	  45.782380    
  33.000000    	  34.000000    	  455.33942    	  47.928296    
  34.000000    	  35.000000    	  513.02102    	  46.589859    
  35.000000    	  36.000000    	  469.99066    	  43.722199    
  36.000000    	  37.000000    	  429.81227    	  40.403140    
  37.000000    	  38.000000    	  355.80912    	  43.062950    
  38.000000    	  39.000000    	  364.34583    	  38.586056    
  39.000000    	  40.000000    	  362.99002    	  33.792297    
  40.000000    	  41.000000    	  346.72029    	  36.791063    
  41.000000    	  42.000000    	  293.61891    	  36.375207    
  42.000000    	  43.000000    	  271.57366    	  38.859240    
  43.000000    	  44.000000    	  298.87197    	  35.570823    
  44.000000    	  45.000000    	  313.03327    	  41.584957    
  45.000000    	  46.000000    	  255.59734    	  33.043048    
  46.000000    	  47.000000    	  335.45877    	  31.904365    
  47.000000    	  48.000000    	  200.38700    	  36.826953    
