# pt34_14   
# underflow	  0.0000000    	  0.0000000    
# overflow	  2920.5050    	  51.952742    
# sum	  423201.10    	  12623.633    
# xmin	xmax	cross	numerror
  0.0000000    	  1.0000000    	  4705.4141    	  1006.3434    
  1.0000000    	  2.0000000    	  16192.764    	  3700.7234    
  2.0000000    	  3.0000000    	  22009.995    	  3145.1343    
  3.0000000    	  4.0000000    	  24599.442    	  3129.5025    
  4.0000000    	  5.0000000    	  25527.546    	  2942.2834    
  5.0000000    	  6.0000000    	  22949.312    	  2778.0913    
  6.0000000    	  7.0000000    	  21405.271    	  2638.1186    
  7.0000000    	  8.0000000    	  18579.030    	  2446.5397    
  8.0000000    	  9.0000000    	  18269.983    	  2466.7016    
  9.0000000    	  10.000000    	  13762.164    	  2104.5531    
  10.000000    	  11.000000    	  16057.576    	  2148.9006    
  11.000000    	  12.000000    	  8709.7514    	  1613.0963    
  12.000000    	  13.000000    	  9856.0718    	  1597.3749    
  13.000000    	  14.000000    	  7629.0654    	  1525.0028    
  14.000000    	  15.000000    	  9754.2643    	  1504.5889    
  15.000000    	  16.000000    	  7219.4982    	  1364.6897    
  16.000000    	  17.000000    	  6986.4031    	  1419.6003    
  17.000000    	  18.000000    	  7787.0811    	  1369.9254    
  18.000000    	  19.000000    	  7049.1431    	  1375.6761    
  19.000000    	  20.000000    	  8326.8725    	  1547.4209    
  20.000000    	  21.000000    	  6325.6702    	  1221.8563    
  21.000000    	  22.000000    	  3392.4227    	  900.13917    
  22.000000    	  23.000000    	  4221.4719    	  1066.1031    
  23.000000    	  24.000000    	  4426.4524    	  970.55244    
  24.000000    	  25.000000    	  5098.9629    	  1049.0911    
  25.000000    	  26.000000    	  5547.9048    	  1184.6070    
  26.000000    	  27.000000    	  1938.2112    	  680.36953    
  27.000000    	  28.000000    	  2040.6796    	  615.19377    
  28.000000    	  29.000000    	  5362.3172    	  1177.9577    
  29.000000    	  30.000000    	  3285.3472    	  740.28383    
  30.000000    	  31.000000    	  4674.7088    	  1165.9163    
  31.000000    	  32.000000    	  1794.1997    	  626.30173    
  32.000000    	  33.000000    	  2579.2440    	  717.05331    
  33.000000    	  34.000000    	  3524.6747    	  895.27247    
  34.000000    	  35.000000    	  2461.2757    	  700.91938    
  35.000000    	  36.000000    	  2277.9397    	  649.68903    
  36.000000    	  37.000000    	  3295.7211    	  1253.1690    
