# pt34_14   
# underflow	  0.0000000    	  0.0000000    
# overflow	  1049.9180    	  19.381041    
# sum	  114518.49    	  2934.4647    
# xmin	xmax	cross	numerror
  0.0000000    	  1.0000000    	  1285.0112    	  252.04110    
  1.0000000    	  2.0000000    	  4745.8810    	  915.99117    
  2.0000000    	  3.0000000    	  5033.3734    	  762.82470    
  3.0000000    	  4.0000000    	  5668.3241    	  690.30208    
  4.0000000    	  5.0000000    	  5842.0479    	  653.44879    
  5.0000000    	  6.0000000    	  6193.7265    	  636.49250    
  6.0000000    	  7.0000000    	  4255.3937    	  577.23840    
  7.0000000    	  8.0000000    	  5006.6597    	  560.33477    
  8.0000000    	  9.0000000    	  3905.2524    	  517.37345    
  9.0000000    	  10.000000    	  4220.5154    	  509.44205    
  10.000000    	  11.000000    	  3380.3293    	  471.05770    
  11.000000    	  12.000000    	  3516.6457    	  472.57052    
  12.000000    	  13.000000    	  3422.8069    	  455.18087    
  13.000000    	  14.000000    	  3154.5434    	  429.35412    
  14.000000    	  15.000000    	  2704.4949    	  384.74668    
  15.000000    	  16.000000    	  2255.9615    	  380.60095    
  16.000000    	  17.000000    	  2352.3565    	  367.58005    
  17.000000    	  18.000000    	  1670.7501    	  326.98714    
  18.000000    	  19.000000    	  1615.0714    	  317.70347    
  19.000000    	  20.000000    	  1281.4523    	  271.34643    
  20.000000    	  21.000000    	  1663.1214    	  302.38101    
  21.000000    	  22.000000    	  2017.2679    	  325.28510    
  22.000000    	  23.000000    	  1286.0063    	  284.76230    
  23.000000    	  24.000000    	  1492.9718    	  267.59788    
  24.000000    	  25.000000    	  1147.9963    	  283.82998    
  25.000000    	  26.000000    	  963.15721    	  238.19091    
  26.000000    	  27.000000    	  880.28174    	  214.76197    
  27.000000    	  28.000000    	  1197.1550    	  247.29621    
  28.000000    	  29.000000    	  879.21503    	  222.82387    
  29.000000    	  30.000000    	  1103.9245    	  243.44862    
  30.000000    	  31.000000    	  1165.9666    	  277.52899    
  31.000000    	  32.000000    	  1000.3908    	  231.65665    
  32.000000    	  33.000000    	  1103.2354    	  250.96264    
  33.000000    	  34.000000    	  715.55404    	  209.48980    
  34.000000    	  35.000000    	  651.15385    	  189.74318    
  35.000000    	  36.000000    	  692.93832    	  176.77262    
  36.000000    	  37.000000    	  806.99014    	  217.06049    
  37.000000    	  38.000000    	  706.71740    	  220.73525    
  38.000000    	  39.000000    	  736.74247    	  196.13355    
  39.000000    	  40.000000    	  685.28799    	  194.34267    
  40.000000    	  41.000000    	  586.29613    	  190.06852    
  41.000000    	  42.000000    	  580.52835    	  227.55279    
  42.000000    	  43.000000    	  655.67218    	  197.86606    
  43.000000    	  44.000000    	  821.98823    	  210.55416    
  44.000000    	  45.000000    	  625.12425    	  224.78065    
