# pt34_33   
# underflow	  0.0000000    	  0.0000000    
# overflow	  713.63071    	  3.1094977    
# sum	  69036.404    	  2540.6415    
# xmin	xmax	cross	numerror
 0.10000000    	  1.0000000    	  467.22058    	  143.55150    
  1.0000000    	  2.0000000    	  1518.2059    	  298.97915    
  2.0000000    	  3.0000000    	  2592.5367    	  367.52868    
  3.0000000    	  4.0000000    	  2703.8913    	  374.92284    
  4.0000000    	  5.0000000    	  2721.2981    	  371.31665    
  5.0000000    	  6.0000000    	  2844.7192    	  382.53674    
  6.0000000    	  7.0000000    	  2716.0597    	  369.62194    
  7.0000000    	  8.0000000    	  2197.3041    	  335.60405    
  8.0000000    	  9.0000000    	  2198.7768    	  335.71614    
  9.0000000    	  10.000000    	  2158.4576    	  332.28085    
  10.000000    	  11.000000    	  1741.2092    	  302.40768    
  11.000000    	  12.000000    	  1262.7434    	  253.21508    
  12.000000    	  13.000000    	  1737.5589    	  295.44325    
  13.000000    	  14.000000    	  1205.0434    	  247.74059    
  14.000000    	  15.000000    	  1243.9085    	  253.48886    
  15.000000    	  16.000000    	  1010.5390    	  226.04137    
  16.000000    	  17.000000    	  1275.0033    	  250.83302    
  17.000000    	  18.000000    	  1170.5477    	  240.05174    
  18.000000    	  19.000000    	  1012.9160    	  235.37648    
  19.000000    	  20.000000    	  1062.9968    	  243.66260    
  20.000000    	  21.000000    	  941.07354    	  239.04128    
  21.000000    	  22.000000    	  745.80763    	  188.82127    
  22.000000    	  23.000000    	  1006.5119    	  270.90679    
  23.000000    	  24.000000    	  871.29636    	  210.76067    
  24.000000    	  25.000000    	  876.69188    	  234.48033    
  25.000000    	  26.000000    	  692.53884    	  186.97991    
  26.000000    	  27.000000    	  436.84803    	  160.69079    
  27.000000    	  28.000000    	  860.45768    	  243.16283    
  28.000000    	  29.000000    	  655.99402    	  210.61960    
  29.000000    	  30.000000    	  664.84129    	  195.62375    
  30.000000    	  31.000000    	  757.51428    	  229.79727    
  31.000000    	  32.000000    	  601.45051    	  187.33518    
  32.000000    	  33.000000    	  670.56345    	  228.08195    
  33.000000    	  34.000000    	  724.54159    	  303.04584    
  34.000000    	  35.000000    	  366.96261    	  138.74089    
  35.000000    	  36.000000    	  465.61692    	  158.81749    
  36.000000    	  37.000000    	  889.39093    	  314.21116    
  37.000000    	  38.000000    	  711.09810    	  250.64769    
  38.000000    	  39.000000    	  614.27961    	  232.04574    
  39.000000    	  40.000000    	  577.49778    	  258.17885    
  40.000000    	  41.000000    	  578.19250    	  205.56669    
  41.000000    	  42.000000    	  479.30717    	  188.82187    
  42.000000    	  43.000000    	  549.93607    	  198.29005    
  43.000000    	  44.000000    	  475.23537    	  205.18430    
