# pt34_19   
# underflow	  53.198303    	  36.281084    
# overflow	  0.0000000    	  0.0000000    
# sum	  78771.001    	  2397.1675    
# xmin	xmax	cross	numerror
 0.10000000    	  1.0000000    	  464.29148    	  121.48204    
  1.0000000    	  2.0000000    	  1649.3878    	  247.06035    
  2.0000000    	  3.0000000    	  3057.7721    	  323.75790    
  3.0000000    	  4.0000000    	  3149.3928    	  331.43400    
  4.0000000    	  5.0000000    	  3430.9412    	  347.82422    
  5.0000000    	  6.0000000    	  3233.5437    	  338.48730    
  6.0000000    	  7.0000000    	  3132.9339    	  333.03777    
  7.0000000    	  8.0000000    	  2916.7561    	  328.00610    
  8.0000000    	  9.0000000    	  2724.5960    	  319.42374    
  9.0000000    	  10.000000    	  2579.4338    	  309.80594    
  10.000000    	  11.000000    	  2192.6135    	  285.61874    
  11.000000    	  12.000000    	  2005.4751    	  275.49686    
  12.000000    	  13.000000    	  1998.1753    	  276.03019    
  13.000000    	  14.000000    	  1313.7877    	  223.71426    
  14.000000    	  15.000000    	  1267.3577    	  228.76248    
  15.000000    	  16.000000    	  1457.2635    	  258.68528    
  16.000000    	  17.000000    	  1385.6836    	  230.18501    
  17.000000    	  18.000000    	  1424.2978    	  233.20369    
  18.000000    	  19.000000    	  1472.8809    	  258.75525    
  19.000000    	  20.000000    	  1267.8983    	  223.28738    
  20.000000    	  21.000000    	  878.05147    	  189.04124    
  21.000000    	  22.000000    	  1202.2516    	  228.37009    
  22.000000    	  23.000000    	  913.77311    	  189.86686    
  23.000000    	  24.000000    	  865.51252    	  186.65865    
  24.000000    	  25.000000    	  971.99267    	  206.54071    
  25.000000    	  26.000000    	  802.00899    	  186.55486    
  26.000000    	  27.000000    	  676.47272    	  171.61062    
  27.000000    	  28.000000    	  786.82118    	  177.91461    
  28.000000    	  29.000000    	  760.37203    	  189.27559    
  29.000000    	  30.000000    	  877.42181    	  203.46312    
  30.000000    	  31.000000    	  673.48232    	  181.23003    
  31.000000    	  32.000000    	  677.74305    	  165.41287    
  32.000000    	  33.000000    	  626.46809    	  167.31596    
  33.000000    	  34.000000    	  654.02507    	  197.83202    
  34.000000    	  35.000000    	  572.96275    	  149.65057    
  35.000000    	  36.000000    	  597.06222    	  168.75960    
  36.000000    	  37.000000    	  720.65062    	  211.49920    
  37.000000    	  38.000000    	  493.64114    	  155.72522    
  38.000000    	  39.000000    	  478.05184    	  152.82060    
  39.000000    	  40.000000    	  649.16653    	  187.79493    
  40.000000    	  41.000000    	  655.16932    	  253.20666    
  41.000000    	  42.000000    	  561.90737    	  172.34215    
  42.000000    	  43.000000    	  588.91226    	  191.78109    
  43.000000    	  44.000000    	  825.09289    	  282.69013    
  44.000000    	  45.000000    	  566.93999    	  196.64286    
  45.000000    	  46.000000    	  639.62387    	  203.77431    
  46.000000    	  47.000000    	  475.80035    	  206.73565    
  47.000000    	  48.000000    	  524.21147    	  227.83766    
