# pt34_14   
# underflow	  0.0000000    	  0.0000000    
# overflow	  6672.2176    	  152.11536    
# sum	  614021.87    	  19036.980    
# xmin	xmax	cross	numerror
  0.0000000    	  1.0000000    	  228.18518    	  154.58267    
  1.0000000    	  2.0000000    	  19806.546    	  5979.1318    
  2.0000000    	  3.0000000    	  26595.782    	  4919.4882    
  3.0000000    	  4.0000000    	  37335.060    	  4518.4119    
  4.0000000    	  5.0000000    	  38818.114    	  4471.9542    
  5.0000000    	  6.0000000    	  32607.585    	  3891.4642    
  6.0000000    	  7.0000000    	  33844.401    	  3800.9205    
  7.0000000    	  8.0000000    	  29688.142    	  3639.4937    
  8.0000000    	  9.0000000    	  22834.433    	  3318.0638    
  9.0000000    	  10.000000    	  23770.880    	  3102.9733    
  10.000000    	  11.000000    	  21781.472    	  3122.0748    
  11.000000    	  12.000000    	  20587.831    	  2985.3378    
  12.000000    	  13.000000    	  16481.548    	  2682.9986    
  13.000000    	  14.000000    	  20974.152    	  2760.4061    
  14.000000    	  15.000000    	  13412.128    	  2264.9299    
  15.000000    	  16.000000    	  9055.9460    	  1905.6336    
  16.000000    	  17.000000    	  10026.509    	  1917.0288    
  17.000000    	  18.000000    	  13803.449    	  2306.7295    
  18.000000    	  19.000000    	  9441.9136    	  1796.0705    
  19.000000    	  20.000000    	  6376.3875    	  1447.9898    
  20.000000    	  21.000000    	  6911.2776    	  1492.7935    
  21.000000    	  22.000000    	  8487.8426    	  1756.8883    
  22.000000    	  23.000000    	  4930.2083    	  1211.5671    
  23.000000    	  24.000000    	  4443.7810    	  1254.9994    
  24.000000    	  25.000000    	  4945.5510    	  1316.5250    
  25.000000    	  26.000000    	  5148.0418    	  1257.1199    
  26.000000    	  27.000000    	  3518.5789    	  1044.5111    
  27.000000    	  28.000000    	  4721.9984    	  1294.0839    
  28.000000    	  29.000000    	  2741.3267    	  887.98447    
  29.000000    	  30.000000    	  2918.3097    	  907.61911    
  30.000000    	  31.000000    	  4445.4064    	  1050.2574    
  31.000000    	  32.000000    	  4241.5495    	  933.62577    
  32.000000    	  33.000000    	  1159.4679    	  746.26321    
  33.000000    	  34.000000    	  2991.2816    	  848.67662    
  34.000000    	  35.000000    	  2549.1753    	  834.99822    
  35.000000    	  36.000000    	  4497.6208    	  1187.6198    
  36.000000    	  37.000000    	  3057.4937    	  925.24859    
  37.000000    	  38.000000    	  3538.5620    	  927.68331    
  38.000000    	  39.000000    	  2745.2586    	  894.85089    
  39.000000    	  40.000000    	  2278.4844    	  706.62401    
  40.000000    	  41.000000    	  2051.3715    	  798.47261    
  41.000000    	  42.000000    	  2893.5223    	  759.36215    
  42.000000    	  43.000000    	  1980.4572    	  845.30194    
  43.000000    	  44.000000    	  2678.9326    	  696.71813    
  44.000000    	  45.000000    	  2870.7970    	  783.80892    
  45.000000    	  46.000000    	  1850.3757    	  780.39930    
  46.000000    	  47.000000    	  1607.9123    	  685.93499    
  47.000000    	  48.000000    	  2655.4357    	  941.10228    
  48.000000    	  49.000000    	  2397.0893    	  741.00794    
  49.000000    	  50.000000    	  2297.6814    	  627.24527    
  50.000000    	  51.000000    	  1553.2962    	  644.10451    
  51.000000    	  52.000000    	  3218.8881    	  1226.8384    
  52.000000    	  53.000000    	  1214.6999    	  269.15645    
  53.000000    	  54.000000    	  9735.0139    	  3677.3770    
  54.000000    	  55.000000    	  1432.5070    	  646.73165    
  55.000000    	  56.000000    	  1432.5014    	  470.83851    
  56.000000    	  57.000000    	  5355.5451    	  1818.9419    
  57.000000    	  58.000000    	  2585.1512    	  969.76571    
  58.000000    	  59.000000    	  6417.9710    	  2661.9183    
  59.000000    	  60.000000    	  1850.1832    	  706.44511    
  60.000000    	  61.000000    	  4753.7495    	  2330.9054    
  61.000000    	  62.000000    	  1882.8530    	  648.65749    
  62.000000    	  63.000000    	  8315.0203    	  5811.4613    
  63.000000    	  64.000000    	  1837.3540    	  1078.6054    
  64.000000    	  65.000000    	  3122.5034    	  858.34930    
  65.000000    	  66.000000    	  2842.3152    	  2130.1289    
  66.000000    	  67.000000    	  3727.9607    	  1943.2736    
  67.000000    	  68.000000    	  1203.6818    	  298.47526    
  68.000000    	  69.000000    	  2043.3816    	  985.92017    
  69.000000    	  70.000000    	  1093.4783    	  383.86178    
  70.000000    	  71.000000    	  2692.3887    	  1301.2820    
  71.000000    	  72.000000    	  4377.7584    	  2690.8113    
  72.000000    	  73.000000    	  4889.3294    	  2169.6052    
  73.000000    	  74.000000    	  4231.6285    	  3550.3964    
  74.000000    	  75.000000    	  3404.2690    	  2190.1425    
  75.000000    	  76.000000    	  697.80948    	  144.86483    
  76.000000    	  77.000000    	  773.15518    	  182.41599    
  77.000000    	  78.000000    	  1640.9435    	  820.25624    
  78.000000    	  79.000000    	  1456.9142    	  846.16413    
  79.000000    	  80.000000    	  336.20615    	  168.26623    
  80.000000    	  81.000000    	  364.83635    	  58.215202    
  81.000000    	  82.000000    	  386.63215    	  54.541195    
  82.000000    	  83.000000    	  400.22104    	  58.895222    
  83.000000    	  84.000000    	  389.60067    	  65.140269    
  84.000000    	  85.000000    	  384.62236    	  53.783961    
  85.000000    	  86.000000    	  355.17878    	  50.779187    
  86.000000    	  87.000000    	  346.38868    	  54.147643    
